dc:identifier,dc:title,dc:subject1,is part of,dc:description,dc:date,dc:spatial,dc:language,dc:interviewee,dc:interviewer,dc:performer,dc:performer,dc:performer,dc:performer,dc:performer,dc:contributor (recordist),dc:contributor (speaker),dc:extent,dc:subject2,dc:subject3,dc:subject4,dc:subject4
C1002X0001XX-0400,A grief (Died for love),1CDR0007361 (copy of C1002/1),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 495. Performer notes: Of the Ling family of Blaxhall, Suffolk. Recording notes: Note on box - ? low batteries on record resulting in speeded up playback - if so, probably from C2 onwards. ",11/16/1970,"Blaxhall, Suffolk, England, UK",,,,"Ling, Geoff, 1916- (singer,male)",,,,,"Summers, Keith (recordist)",,00:02:58,,,,
C1002X0079XX-0300,Down in the diving bell,1CDR0010649 (copy of C1002/79),Keith Summers Collection,Item notes: Roud Folk Song Index No. 5013. ,ca. 1975,"Unidentified folk club, Suffolk [?], England, UK",,,,"Bate, Charlie, 1919-1977 (accordion, singer, male)",,,,,"Summers, Keith (recordist)",,00:01:04,"accordion, singer, male",,,
C1002X0084XX-2800,The nutting girl,1CDR0010655 (copy of C1002/84),Keith Summers Collection,Item notes: Roud Folk Song Index No. 509. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Poacher, Cyril,  1910-1999 (singer, male)",,,,,"Summers, Keith (recordist)","Poacher, Cyril,  1910-1999 (male)",00:00:35,,,,
C1002X0086XX-0600,The nutting girl,1CDR0010658 (copy of C1002/86),Keith Summers Collection,Item notes: Roud Folk Song Index No. 509. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Poacher, Cyril,  1910-1999 (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:10,,,,
C1002X0082XX-1100,Van Dieman's land,1CDR0010652 (copy of C1002/82),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 519. Laws Ballad No. L18. Recording notes: Very low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Killen, Louis (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:41,,,,
C1002X0078XX-3400,Teddy O'Neale,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 5207. Followed by general conversation. Performer notes: From Debach, Suffolk. age 94. Recording notes: Recording muffled during the first verse. ",1974,"A public house in Framlingham, Suffolk, England, UK",,,,"King, Jimmy (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:54,,,,
C1002X0078XX-8000,Teddy O'Neal,1CDR0010647 (copy of C1002/78),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 5207. Fragments, the first time that he had played the accordion in years. Followed by conversation. Performer notes: Of the Ling family of Blaxhall, Suffolk. Recording notes: Same session as the one on C1002/29. ",4/24/1971,"Croydon, London, England, UK",,,,"Ling, George (accordion)",,,,,"Summers, Keith (recordist)",,00:02:40,accordion,,,
C1002X0011XX-0200,Ramillies,1CDR0007364 (copy of C1002/11),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 523. Laws Ballad No. K1. Performer notes: From Little Glemham, Suffolk. Later based at Leiston. ",02/01/1971,"Leiston, Suffolk, England, UK",,,,"Brightwell, William ('Jumbo'), 1900-",,,,,"Summers, Keith (recordist)",,00:02:50,,,,
C1002X0078XX-7600,The bold Princess Royal,1CDR0010647 (copy of C1002/78),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 528. Laws Ballad No. K29. Followed by conversation. Performer notes: Of the Ling family of Blaxhall, Suffolk. Recording notes: Same session as the one on C1002/29, but recorded on a different machine, with a fainter sound but with the conversation between the songs retained. Same take as C1002/29 C4. ",4/24/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:21,,,,
C1002X0012XX-0400,Bold Princess Royal,1CDR0007364 (copy of C1002/12),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 528. Laws Ballad No. K29. Performer notes: From Little Glemham, Suffolk. Later based at Leiston. ",02/01/1971,"Leiston, Suffolk, England, UK",,,,"Brightwell, William ('Jumbo'), 1900-",,,,,"Summers, Keith (recordist)",,00:02:46,,,,
C1002X0029XX-0500,Bold Princess Royal,1CDR0007370 (copy of C1002/29),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 528. Laws Ballad No. K29. Performer notes: Of the Ling family of Blaxhall, Suffolk. Recording notes: Same session as the one on C1002/78, but recorded on a different machine, with a superior sound but Â without retaining the conversation between the songs. Same take as C1002/78 C46. ",4/24/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:55,,,,
C1002X0048XX-0500,Cock of the North / Pop goes the weasel,1CDR0007341 (copy of C1002/48),Keith Summers Collection,Item notes: Roud Folk Song Index No. 5349 [Pop goes the weasel]. Recorded during a lively pub session. Recording notes: Over recorded. ,1977,"Worlingworth Swan, Worlingworth, Suffolk, England, UK",,,,"Whatling, Walter ('Font') 1919- (melodeon)",,,,,"Summers, Keith (recordist)",,00:02:09,melodeon,,,
C1002X0084XX-0300,Suda bay [Suvla bay],1CDR0010654 (copy of C1002/84),Keith Summers Collection,Item notes: Roud Folk Song Index No. 5350. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Ling, Geoff, 1916- (singer, male)",,,,,"Summers, Keith (recordist)",,00:04:06,,,,
C1002X0085XX-3700,You'll want me back some day,1CDR0010657 (copy of C1002/85),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 5352. Incomplete, tape runs out just before the very end. ",ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Ling, Geoff, 1916- (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:10,,,,
C1002X0078XX-8600,You taught me how to love you [You'll want me back some day],1CDR0010647 (copy of C1002/78),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 5352. Learnt from Aunt Eddie, Mrs Poacher. Followed by conversation. Performer notes: Of the Ling family of Blaxhall, Suffolk. Recording notes: Same session as the one on C1002/29, but recorded on a different machine, with a fainter sound but Â with the conversation between the songs retained. Same take as C1002/29 C8. ",4/24/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:48,,,,
C1002X0029XX-0900,You taught me how to love you,1CDR0007370 (copy of C1002/29),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 5352. Performer notes: Of the Ling family of Blaxhall, Suffolk. Recording notes: Same session as the one on C1002/78, but recorded on a different machine, with a superior sound but Â without retaining the conversation between the songs. Same take as C1002/78 C51. ",4/24/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:19,,,,
C1002X0081XX-1300,The volunteer organist,1CDR0010651 (copy of C1002/81),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 5378. Recording notes: Very low recording level, noticable tape hiss. ",ca. 1971,"Unidentified folk club, London [?], England, UK",,,,"Jordan, Fred, 1922-2002 (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:50,,,,
C1002X0079XX-0200,Maggie May,1CDR0010649 (copy of C1002/79),Keith Summers Collection,Item notes: Roud Folk Song Index No. 5383. ,ca. 1975,"Unidentified folk club, Suffolk [?], England, UK",,,,"Bate, Charlie, 1919-1977 (accordion, singer, male)",,,,,"Summers, Keith (recordist)",,00:02:58,"accordion, singer, male",,,
C1002X0087XX-2300,Maggie May,1CDR0010659 (copy of C1002/87),Keith Summers Collection,Item notes: Roud Folk Song Index No. 5383. ,ca. 1972,"Benfleet Folk Club, South Benfleet, Essex, England, UK",,,,Oak,,,,,"Summers, Keith (recordist)",,00:00:15,,,,
C1002X0004XX-0800,Barbara Allen,1CDR0007362 (copy of C1002/4),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 54. Child Ballad No. 84. Performer notes: Of Framlingham, Suffolk. Performance notes: Loses way halfway through. Recording notes: Low recording level. ",11/28/1970,"Framlingham, Suffolk, England, UK",,,,"List, Fred (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:19,,,,
C1002X0025XX-1400,Amazing grace,1CDR0007369 (copy of C1002/25),Keith Summers Collection,Item notes: Roud Folk Song Index No. 5430. Fragment. Recording notes: Recording stopped mid tune. ,3/28/1971,"The Crown, Great Glemham, Suffolk, England, UK",,,,"Cobbin, Ted (small piano-accordeon)","Plant, Peter (melodeon)",,,,"Summers, Keith (recordist)",,00:03:00,small piano-accordeon,melodeon,,
C1002X0011XX-0400,Flower of London,1CDR0007364 (copy of C1002/11),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 548. Laws Ballad No. M19. Performer notes: From Little Glemham, Suffolk. Later based at Leiston. ",02/01/1971,"Leiston, Suffolk, England, UK",,,,"Brightwell, William ('Jumbo'), 1900-",,,,,"Summers, Keith (recordist)",,00:04:41,,,,
C1002X0014XX-0400,The Flower of London,1CDR0007365 (copy of C1002/14),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 548. Laws Balled No. M19. Learnt from William 'Cuddy' Smith. Performer notes: From Little Glemham, Suffolk. Later based at Leiston. Recording notes: Low recording level (tape hiss). ",ca. 1975,"Leiston, Suffolk, England, UK",,,,"Brightwell, William ('Jumbo'), 1900-",,,,,"Summers, Keith (recordist)",,00:01:42,,,,
C1002X0078XX-3700,Caroline and the young sailor bold,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 553. Laws Ballad No. N17. Learnt the song when a boy living in Brundish, Suffolk, from his neighbour, Stoney Osmond, who was about 90 at the time.. ",1974,"A public house in Framlingham, Suffolk, England, UK",,,,"Scuffins, Tom,  1895- (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:08,,,,
C1002X0092XX-0200,Caroline and her young sailor bold,1CDR0010666 (copy of C1002/92),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 553. Laws Ballad No. N17. Preceded by a false start and followed by conversation. Performer notes: Singer learnt the song when a boy living in Brundish, Suffolk, from his neighbour, Stoney Osmond, who was about 90 at the time.. ",ca. 1974,"The singer's home in Framlingham, Suffolk, England, UK",,,,"Scuffins, Tom,  1895- (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:09,,,,
C1002X0006XX-0500,Foggy dew,1CDR0007363 (copy of C1002/6),Keith Summers Collection,Item notes: Roud Folk Song Index No. 558. Laws Ballad No. 03. Preceded by a brief pause. ,11/30/1970,"Blaxhall, Suffolk, England, UK",,,,"Pearce, Fred 1912-1975 (melodeon)",,,,,"Summers, Keith (recordist)",,00:03:43,melodeon,,,
C1002X0086XX-0100,The banks of sweet primroses,1CDR0010658 (copy of C1002/86),Keith Summers Collection,Item notes: Roud Folk Song Index No. 586. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Hart, Bob, 1892-1978 (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:25,,,,
C1002X0083XX-0700,The banks of the sweet primroses,1CDR0010653 (copy of C1002/83),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 586. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Jordan, Fred, 1922-2002 (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:02,,,,
C1002X0081XX-0900,The banks of sweet primroses,1CDR0010651 (copy of C1002/81),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 586. Recording notes: Very low recording level, noticable tape hiss. ",ca. 1971,"Unidentified folk club, London [?], England, UK",,,,"Jordan, Fred, 1922-2002 (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:14,,,,
C1002X0084XX-0600,Ratcliffe highway,1CDR0010654 (copy of C1002/84),Keith Summers Collection,Item notes: Roud Folk Song Index No. 598. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Scarce, Bob, 1885-1974 (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:48,,,,
C1002X0078XX-6800,Ratcliff highway,1CDR0010647 (copy of C1002/78),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 598. Followed by conversation. Performer notes: Of the Ling family of Blaxhall, Suffolk. Recording notes: Same session as the one on C1002/29, but recorded on a different machine, with a fainter sound but not affected by the singer knocking the microphone and with the conversation between the songs retained. Same take as C1002/29 C1. ",4/24/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:00:22,,,,
C1002X0027XX-0300,Ratcliff Highway,1CDR0007369 (copy of C1002/27),Keith Summers Collection,Item notes: Roud Folk Song Index No. 598. Performer notes: From Debach Suffolk. age 95. Recording notes: Box states - reverse stereo except last track - this has been corrected for playback purposes. ,04/02/1971,"Little Glenham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:00,,,,
C1002X0029XX-0200,Ratcliff highway,1CDR0007370 (copy of C1002/29),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 598. Performer notes: Of the Ling family of Blaxhall, Suffolk. Recording notes: Singer knocks the microphone throughout the song. Same session as the one on C1002/78, but recorded on a different machine, with a superior sound but Â without retaining the conversation between the songs. Same take as C1002/78 C42. ",4/24/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:29,,,,
C1002X0078XX-2000,"Ratcliff highway, take 3",1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 598. Song learnt from Charlie Baldry. Performer notes: From Debach, Suffolk. age 94. ",1974-04,"Little Glenham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:41,,,,
C1002X0091XX-2000,"Grief, O grief",1CDR0010665 (copy of C1002/91),Keith Summers Collection,Item notes: Roud Folk Song Index No. 60. Laws Ballad No. P25. ,1974,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Ling, Geoff, 1916- (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:19,,,,
C1002X0094XX-0600,Pratty flowers [Holmfirth anthem],1CDR0010668 (copy of C1002/94),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 607. Preceded by conversation. Recorded in pub; talking, laughter and general pub sounds in background. ",1974-12,"The Fountain Inn, Ingbirchworth, Sheffield, South Yorkshire, England, UK",,,,general chorus,,,,,"Summers, Keith (recordist)",,00:03:31,,,,
C1002X0046XX-1100,The Smuggler's boy,1CDR0007374 (copy of C1002/46),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 618. Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",1977,"Worlingworth, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:51,,,,
C1002X0078XX-7200,On board the Leicester Castle,1CDR0010647 (copy of C1002/78),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 653. Followed by conversation. Performer notes: Of the Ling family of Blaxhall, Suffolk. Recording notes: Same session as the one on C1002/29, but recorded on a different machine, with a fainter sound but with the conversation between the songs retained. Same take as C1002/29 C3. ",4/24/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:47,,,,
C1002X0007XX-0300,Sailor and his true love [Pleasant and delightful],1CDR0007363 (copy of C1002/7),Keith Summers Collection,Item notes: Roud Folk Song Index No. 660. ,11/30/1970,"Blaxhall, Suffolk, England, UK",,,,"Pearce, Fred 1912-1975 (melodeon)",,,,,"Summers, Keith (recordist)",,00:02:27,melodeon,,,
C1002X0053XX-0500,Farewell Lovely Nancy [Pleasant and Delightful],1CDR0007342 (copy of C1002/53),Keith Summers Collection,Item notes: Roud Folk Song Index No. 660. ,1977,"Walberswick, Suffolk, England, UK",,,,"Cooper, 'Dinks',  1914-1988 1916- (singer, male)",,,,,"Summers, Keith (recordist)",,00:04:17,,,,
C1002X0009XX-0400,Sailor and his true love,1CDR0007363 (copy of C1002/9),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 660. Performer notes: Of the Ling family of Blaxhall, Suffolk. ",1/27/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:11,,,,
C1002X0084XX-2100,The bonny bunch of roses,1CDR0010655 (copy of C1002/84),Keith Summers Collection,Item notes: Roud Folk Song Index No. 664. Laws Ballad No. J5. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Scarce, Bob, 1885-1974 (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:29,,,,
C1002X0008XX-0900,The bonny bunch of roses,1CDR0007363 (copy of C1002/8),Keith Summers Collection,"Item notes: Roud Folk Song Index No. 664. Laws Ballad No. J5. Performer notes: Of the Ling family of Blaxhall, Suffolk. ",1/27/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:43,,,,
C1002X0025XX-0900,Wild colonial boy,1CDR0007369 (copy of C1002/25),Keith Summers Collection,Item notes: Roud Folk Song Index No. 677. Laws Ballad No. L20. ,3/28/1971,"The Crown, Great Glemham, Suffolk, England, UK",,,,"Cobbin, Ted (small piano-accordeon)","Plant, Peter (melodeon)",,,,"Summers, Keith (recordist)",,00:03:59,small piano-accordeon,melodeon,,
C1002X0025XX-1000,Wild colonial boy,1CDR0007369 (copy of C1002/25),Keith Summers Collection,Item notes: Roud Folk Song Index No. 677. Laws Ballad No. L20. ,3/28/1971,"The Crown, Great Glemham, Suffolk, England, UK",,,,"Cobbin, Ted (small piano-accordeon)","Plant, Peter (melodeon)",,,,"Summers, Keith (recordist)",,00:02:08,small piano-accordeon,melodeon,,
C1002X0090XX-2300,The wild colonial boy,1CDR0010664 (copy of C1002/90),Keith Summers Collection,Item notes: Roud Folk Song Index No. 677. Laws Ballad No. L20. ,ca. 1973,"A public house, probably in South Tawton, Devon, England, UK",,,,"Cann, Bob (melodeon)",,,,,"Summers, Keith (recordist)",,00:06:16,melodeon,concertina,,
